Car_id;Company;Model;Transmission;Color;Price ($);Body Style;Phone
C_CND_017610;Lexus;LS400;Auto;Black;39001;Sedan;8171826
C_CND_017611;Oldsmobile;Cutlass;Auto;Pale White;15001;Sedan;7436557
C_CND_017612;Audi;A6;Manual;Black;25001;SUV;7739801
C_CND_017613;Dodge;Viper;Auto;Pale White;31001;SUV;8722304
C_CND_017614;Pontiac;Bonneville;Manual;Pale White;11001;Hatchback;6064625
C_CND_017615;Chevrolet;Prizm;Manual;Pale White;21001;SUV;8104117
C_CND_017616;Chevrolet;Prizm;Manual;Pale White;21001;SUV;7250475
C_CND_017617;Chevrolet;Impala;Auto;Black;21001;Hatchback;7894282
C_CND_017618;Jaguar;S-Type;Manual;Pale White;20881;Passenger;7700782
C_CND_017619;Nissan;Maxima;Manual;Pale White;54001;Sedan;8758599
C_CND_017620;Pontiac;Sunfire;Manual;Pale White;43601;Sedan;7104171
C_CND_017621;Oldsmobile;Cutlass;Manual;Pale White;41001;Sedan;8454744
C_CND_017622;Nissan;Pathfinder;Auto;Pale White;46001;SUV;7637351
C_CND_017623;BMW;323i;Auto;Pale White;22201;Hatchback;8003810
C_CND_017624;Acura;TL;Auto;Pale White;24000;Hatchback;8718743
C_CND_017625;Cadillac;Escalade;Auto;Black;26000;Sedan;7618845
C_CND_017626;Ford;Taurus;Manual;Black;69001;SUV;6193808
C_CND_017627;Mercury;Grand Marquis;Manual;Pale White;71001;SUV;8252585
C_CND_017628;Chevrolet;Metro;Auto;Pale White;19001;Passenger;7894734
C_CND_017629;Nissan;Quest;Auto;Pale White;32000;SUV;6427840
C_CND_017630;Oldsmobile;Silhouette;Auto;Black;60500;Sedan;7838348
C_CND_017631;Mercedes-B;SLK;Manual;Pale White;17001;Passenger;8859106
C_CND_017632;Dodge;Durango;Manual;Pale White;27001;SUV;8370548
C_CND_017633;Pontiac;Grand Am;Auto;Pale White;19000;SUV;7756142
C_CND_017634;Chevrolet;Cavalier;Manual;Pale White;28000;SUV;6855677
C_CND_017635;Chevrolet;Metro;Auto;Pale White;12000;Passenger;7137158
C_CND_017636;Saturn;LS;Manual;Pale White;14000;Sedan;6372808
C_CND_017637;Saturn;SC;Auto;Black;33000;SUV;6472202
C_CND_017638;Lexus;GS400;Auto;Black;12001;Hatchback;8047633
C_CND_017639;Dodge;Neon;Manual;Pale White;19000;SUV;7974414
C_CND_017640;Chevrolet;Impala;Auto;Black;21000;Hatchback;7256772
C_CND_017641;Subaru;Outback;Auto;Pale White;19000;SUV;8315937
C_CND_017642;Cadillac;Eldorado;Auto;Pale White;31600;Passenger;6855428
C_CND_017643;Saturn;LW;Manual;Pale White;49000;Hatchback;6040400
C_CND_017644;Hyundai;Sonata;Manual;Black;15000;SUV;7977442
C_CND_017645;Mercury;Sable;Auto;Pale White;26000;Sedan;7128592
C_CND_017646;Nissan;Maxima;Manual;Pale White;29600;Sedan;6754040
C_CND_017647;Volkswagen;Jetta;Auto;Pale White;16000;Passenger;6200917
C_CND_017648;Pontiac;Bonneville;Auto;Pale White;19000;Hatchback;6910995
C_CND_017649;Chevrolet;Monte Carlo;Manual;Black;44000;Hatchback;8468823
C_CND_017650;Oldsmobile;Aurora;Manual;Pale White;71000;Passenger;8749151
C_CND_017651;Ford;Mustang;Manual;Pale White;25000;Hatchback;8124476
C_CND_017652;Mitsubishi;Diamante;Auto;Black;18500;Hatchback;8952337
C_CND_017653;Volkswagen;Jetta;Auto;Pale White;16000;Passenger;8091115
C_CND_017654;Buick;Regal;Auto;Pale White;46000;Passenger;6882579
C_CND_017655;Mercedes-B;C-Class;Auto;Black;14000;Hatchback;8805495
C_CND_017656;Toyota;Sienna;Manual;Black;16000;Passenger;6759543
C_CND_017657;Ford;Mustang;Manual;Black;22000;Hatchback;7433529
C_CND_017658;Dodge;Viper;Auto;Pale White;41000;SUV;7334190
C_CND_017659;Jaguar;S-Type;Manual;Pale White;21000;Passenger;7061162
C_CND_017660;Mitsubishi;3000GT;Auto;Black;39500;Sedan;8626639
C_CND_017661;Chrysler;300M;Auto;Black;26000;SUV;7237097
C_CND_017662;Toyota;RAV4;Manual;Black;85000;Hatchback;6480368
C_CND_017663;Mercedes-B;SLK;Manual;Black;26000;Passenger;6519567
C_CND_017664;Nissan;Pathfinder;Auto;Pale White;21500;SUV;8855288
C_CND_017665;Volvo;C70;Manual;Black;17001;Hatchback;6675600
C_CND_017666;Chevrolet;Prizm;Manual;Pale White;22000;SUV;7523473
C_CND_017667;Audi;A6;Auto;Black;14001;SUV;8467004
C_CND_017668;Mitsubishi;Diamante;Manual;Black;49001;Hatchback;7670269
C_CND_017669;Toyota;RAV4;Auto;Pale White;27001;Hatchback;8306162
C_CND_017670;Volkswagen;Jetta;Auto;Pale White;16001;Passenger;7616408
C_CND_017671;Cadillac;Seville;Manual;Black;44000;SUV;6413013
C_CND_017672;Oldsmobile;Silhouette;Manual;Pale White;26001;Sedan;8963857
C_CND_017673;Volkswagen;Passat;Auto;Black;9001;Hatchback;8224773
C_CND_017674;Oldsmobile;Aurora;Manual;Pale White;34001;Passenger;8922299
C_CND_017675;Mitsubishi;Diamante;Manual;Pale White;19001;Hatchback;8771302
C_CND_017676;Volkswagen;GTI;Manual;Black;25000;SUV;6694137
C_CND_017677;Chevrolet;Corvette;Auto;Pale White;25000;SUV;8848816
C_CND_017678;Chevrolet;Corvette;Manual;Pale White;22000;SUV;8883884
C_CND_017679;Lincoln;Continental;Manual;Pale White;82000;Passenger;6336694
C_CND_017680;Ford;Escort;Manual;Black;11000;Passenger;6975635
C_CND_017681;Chevrolet;Prizm;Manual;Black;16000;SUV;8039754
C_CND_017682;Oldsmobile;Bravada;Manual;Black;36000;Hatchback;7988291
C_CND_017683;Chevrolet;Prizm;Auto;Black;16000;SUV;6260430
C_CND_017684;Ford;Contour;Auto;Pale White;62000;Sedan;6741100
C_CND_017685;Mercedes-B;SL-Class;Manual;Pale White;26000;SUV;6623268
C_CND_017686;Volkswagen;GTI;Auto;Pale White;20001;SUV;8422837
C_CND_017687;BMW;328i;Auto;Black;18001;Sedan;6409844
C_CND_017688;Plymouth;Prowler;Manual;Pale White;16001;Hatchback;8045567
C_CND_017689;Dodge;Viper;Auto;Pale White;31001;SUV;6696769
C_CND_017690;Dodge;Ram Pickup;Manual;Pale White;25000;SUV;8825502
C_CND_017691;Volvo;S40;Manual;Black;36001;Sedan;6582504
C_CND_017692;Ford;F-Series;Manual;Pale White;13001;Passenger;8853455
C_CND_017693;Acura;TL;Auto;Black;28001;Hatchback;7972816
C_CND_017694;Chevrolet;Prizm;Manual;Black;44000;SUV;6370261
C_CND_017695;Chrysler;Concorde;Auto;Pale White;46000;SUV;8899860
C_CND_017696;Ford;Mustang;Manual;Pale White;43001;Hatchback;6992862
C_CND_017697;Chevrolet;Cavalier;Manual;Pale White;20001;SUV;6385302
C_CND_017698;Chrysler;300M;Auto;Pale White;16501;SUV;7590774
C_CND_017699;Volvo;S40;Auto;Black;26001;Sedan;8792877
C_CND_017700;Ford;Explorer;Auto;Pale White;18001;Hatchback;8055197
C_CND_017701;Toyota;Sienna;Manual;Black;12001;Passenger;8043164
C_CND_017702;Audi;A6;Auto;Black;27001;SUV;8075002
C_CND_017703;Mercedes-B;E-Class;Auto;Pale White;31001;Sedan;7745488
C_CND_017704;Porsche;Carrera Coupe;Manual;Black;16001;SUV;7578826
C_CND_017705;Lexus;LS400;Auto;Pale White;27001;Sedan;7243178
C_CND_017706;Ford;Crown Victoria;Auto;Pale White;29001;Passenger;7178075
C_CND_017707;BMW;528i;Manual;Pale White;16001;SUV;6281013
C_CND_017708;BMW;323i;Auto;Pale White;19501;Hatchback;7472911
C_CND_017709;Mercedes-B;SLK230;Manual;Pale White;71801;Hatchback;7130028
C_CND_017710;Oldsmobile;Bravada;Auto;Pale White;15151;Hatchback;6078522
C_CND_017711;Audi;A6;Auto;Pale White;42001;SUV;7633608
C_CND_017712;Dodge;Avenger;Auto;Pale White;39001;Passenger;8078047
C_CND_017713;Pontiac;Grand Am;Auto;Pale White;26001;SUV;8954619
C_CND_017714;Saturn;SC;Auto;Black;33600;SUV;7022991
C_CND_017715;Nissan;Xterra;Auto;Black;26001;Passenger;8280985
C_CND_017716;Acura;TL;Auto;Black;23001;Hatchback;6911346
C_CND_017717;Lexus;LS400;Manual;Pale White;13001;Sedan;6282607
C_CND_017718;Mitsubishi;3000GT;Auto;Pale White;19001;Sedan;8022106
C_CND_017719;Mercedes-B;M-Class;Manual;Pale White;41000;SUV;7790139
C_CND_017720;Toyota;Sienna;Manual;Black;12001;Passenger;7464918
C_CND_017721;Toyota;Celica;Auto;Pale White;25501;SUV;7453830
C_CND_017722;Volkswagen;Jetta;Auto;Pale White;69001;Passenger;6941420
C_CND_017723;Toyota;Camry;Manual;Black;34001;Hatchback;8483733
C_CND_017724;Mercury;Cougar;Auto;Black;33001;Hatchback;6405613
C_CND_017725;Volkswagen;Jetta;Manual;Pale White;45001;Passenger;6741021
C_CND_017726;BMW;528i;Auto;Black;31001;SUV;8044973
C_CND_017727;Chevrolet;Prizm;Auto;Black;33000;SUV;6009917
C_CND_017728;Chrysler;Town & Country;Manual;Pale White;17001;Sedan;8194165
C_CND_017729;Chevrolet;Camaro;Auto;Pale White;17001;Sedan;6968837
C_CND_017730;Chevrolet;Corvette;Auto;Pale White;25001;SUV;6285097
C_CND_017731;Pontiac;Sunfire;Manual;Pale White;28001;Sedan;6239612
C_CND_017732;Mercedes-B;S-Class;Auto;Pale White;10001;SUV;6176508
C_CND_017733;Mitsubishi;Montero Sport;Manual;Pale White;29000;SUV;6879641
C_CND_017734;Jeep;Grand Cherokee;Manual;Black;19000;SUV;7244531
C_CND_017735;Mercedes-B;S-Class;Manual;Black;85000;SUV;7012532
C_CND_017736;Oldsmobile;Bravada;Auto;Pale White;19000;Hatchback;8953355
C_CND_017737;Chevrolet;Malibu;Manual;Pale White;57000;SUV;7435997
C_CND_017738;Porsche;Carrera Coupe;Manual;Black;16000;SUV;6325467
C_CND_017739;Honda;Passport;Manual;Pale White;13500;SUV;8409721
C_CND_017740;Chevrolet;Metro;Auto;Pale White;19000;Passenger;8989272
C_CND_017741;Dodge;Caravan;Manual;Pale White;24000;SUV;8814430
C_CND_017742;Pontiac;Sunfire;Auto;Black;18000;Sedan;6736059
C_CND_017743;Dodge;Durango;Auto;Black;19000;SUV;7336604
C_CND_017744;Jeep;Wrangler;Auto;Black;60000;Hatchback;8974675
C_CND_017745;Buick;Regal;Auto;Pale White;46000;Passenger;8321212
C_CND_017746;Oldsmobile;Silhouette;Auto;Black;60500;Sedan;6398738
C_CND_017747;Ford;Explorer;Auto;Pale White;18000;Hatchback;6132730
C_CND_017748;Saturn;SL;Auto;Pale White;20000;SUV;8281394
C_CND_017749;Chevrolet;Corvette;Auto;Pale White;25000;SUV;8529269
C_CND_017750;Saturn;SC;Manual;Pale White;61000;SUV;8457497
C_CND_017751;Subaru;Outback;Auto;Pale White;19000;SUV;7929526
C_CND_017752;Buick;Park Avenue;Manual;Pale White;45000;Hatchback;7982148
C_CND_017753;Nissan;Pathfinder;Manual;Pale White;11000;SUV;7374402
C_CND_017754;Chrysler;Sebring Coupe;Auto;Pale White;19000;Sedan;8493854
C_CND_017755;Volkswagen;Jetta;Auto;Pale White;33000;Passenger;6203517
C_CND_017756;Dodge;Stratus;Manual;Pale White;25000;Hatchback;7085663
C_CND_017757;Mitsubishi;3000GT;Auto;Pale White;12500;Sedan;8097951
C_CND_017758;Pontiac;Firebird;Manual;Black;43000;SUV;6689722
C_CND_017759;Volkswagen;Golf;Manual;Pale White;17000;SUV;8008386
C_CND_017760;Oldsmobile;Alero;Manual;Black;17000;SUV;6665099
C_CND_017761;Dodge;Ram Pickup;Auto;Pale White;39000;SUV;6983974
C_CND_017762;Pontiac;Firebird;Manual;Black;43000;SUV;8058112
C_CND_017763;Jeep;Grand Cherokee;Manual;Pale White;15000;SUV;6836277
C_CND_017764;Subaru;Forester;Auto;Black;22500;SUV;7223562
C_CND_017765;Nissan;Altima;Auto;Pale White;21000;Hatchback;6069004
C_CND_017766;BMW;323i;Auto;Black;9000;Hatchback;7694114
C_CND_017767;Porsche;Carrera Coupe;Auto;Pale White;22000;SUV;7954696
C_CND_017768;Cadillac;Escalade;Auto;Black;26000;Sedan;7475477
C_CND_017769;Audi;A6;Auto;Black;14000;SUV;8625396
C_CND_017770;BMW;528i;Manual;Black;21000;SUV;7200038
C_CND_017771;Chevrolet;Prizm;Auto;Pale White;15500;SUV;8393684
C_CND_017772;Mercedes-B;SLK;Manual;Black;26500;Passenger;6467064
C_CND_017773;Nissan;Xterra;Auto;Black;9000;Passenger;6078538
C_CND_017774;Ford;Mustang;Auto;Pale White;31000;Hatchback;7976319
C_CND_017775;Chrysler;Concorde;Auto;Pale White;46000;SUV;7493514
C_CND_017776;Mitsubishi;Montero Sport;Auto;Pale White;39500;SUV;6901855
C_CND_017777;Nissan;Sentra;Auto;Black;16000;Passenger;8720427
C_CND_017778;Ford;Crown Victoria;Auto;Pale White;29000;Passenger;8914636
C_CND_017779;Pontiac;Bonneville;Auto;Pale White;19000;Hatchback;8193481
C_CND_017780;Subaru;Forester;Auto;Black;22001;SUV;6422017
C_CND_017781;Mercedes-B;C-Class;Auto;Pale White;15000;Hatchback;7300084
C_CND_017782;Chevrolet;Corvette;Auto;Pale White;45000;SUV;7516625
C_CND_017783;Toyota;Corolla;Auto;Pale White;41000;Passenger;8228320
C_CND_017784;Volkswagen;Passat;Auto;Pale White;13000;Hatchback;8249489
C_CND_017785;Volkswagen;Cabrio;Auto;Pale White;17000;Sedan;7240247
C_CND_017786;Chrysler;Sebring Coupe;Auto;Pale White;46500;Sedan;8892381
C_CND_017787;Ford;Windstar;Auto;Pale White;19000;Sedan;8610657
C_CND_017788;Volkswagen;Jetta;Auto;Red;33500;Passenger;7964921
C_CND_017789;Honda;Odyssey;Manual;Pale White;54000;Passenger;6582734
C_CND_017790;Mercury;Cougar;Auto;Black;33000;Hatchback;8334099
C_CND_017791;Toyota;Tacoma;Auto;Pale White;53000;SUV;8347832
C_CND_017792;Nissan;Quest;Manual;Black;12000;SUV;7079004
C_CND_017793;Dodge;Stratus;Manual;Red;25000;Hatchback;6575554
C_CND_017794;Toyota;Camry;Manual;Black;34000;Hatchback;8432974
C_CND_017795;Mercury;Villager;Manual;Pale White;14000;Passenger;6634210
C_CND_017796;Chevrolet;Metro;Manual;Pale White;13000;Passenger;6682010
C_CND_017797;Saab;5-Sep;Manual;Pale White;28000;Hatchback;7437463
C_CND_017798;Mercedes-B;SLK230;Manual;Pale White;14000;Hatchback;8971063
C_CND_017799;Nissan;Xterra;Manual;Red;31000;Passenger;8726412
C_CND_017800;Ford;Crown Victoria;Auto;Red;29400;Passenger;8051964
C_CND_017801;Lexus;LS400;Manual;Red;25200;Sedan;8946933
C_CND_017802;Mercedes-B;CL500;Manual;Red;29000;SUV;8614430
C_CND_017803;Lexus;GS400;Auto;Black;12500;Hatchback;6409300
C_CND_017804;Toyota;Tacoma;Auto;Pale White;53000;SUV;8398853
C_CND_017805;Mitsubishi;Diamante;Manual;Red;19000;Hatchback;7414911
C_CND_017806;Pontiac;Bonneville;Auto;Red;19000;Hatchback;8164495
C_CND_017807;Mitsubishi;Diamante;Auto;Pale White;21500;Hatchback;6934495
C_CND_017808;Nissan;Frontier;Manual;Pale White;20000;Hatchback;7683869
C_CND_017809;Chrysler;Concorde;Manual;Pale White;28500;SUV;6177068
C_CND_017810;Audi;A6;Manual;Pale White;14000;SUV;7364351
C_CND_017811;Ford;Escort;Auto;Red;15000;Passenger;7208619
C_CND_017812;Lexus;LX470;Auto;Pale White;15000;SUV;8467277
C_CND_017813;Lexus;GS400;Auto;Pale White;31000;Hatchback;6233196
C_CND_017814;Chevrolet;Malibu;Manual;Pale White;57500;SUV;8573755
C_CND_017815;Ford;Focus;Manual;Black;49500;SUV;6006512
C_CND_017816;Dodge;Viper;Auto;Red;41000;SUV;6198046
C_CND_017817;Ford;Expedition;Manual;Black;18000;SUV;6335286
C_CND_017818;Dodge;Ram Pickup;Manual;Pale White;16000;SUV;7022809
C_CND_017819;Lincoln;Continental;Manual;Red;82500;Passenger;7241693
C_CND_017820;Mercedes-B;M-Class;Manual;Red;25000;SUV;8977488
C_CND_017821;Chrysler;300M;Auto;Pale White;22000;SUV;8962884
C_CND_017822;Chrysler;LHS;Auto;Black;26000;Hatchback;8897491
C_CND_017823;Hyundai;Sonata;Manual;Black;15000;SUV;8490164
C_CND_017824;Buick;Park Avenue;Manual;Red;45001;Hatchback;6020388
C_CND_017825;Dodge;Ram Pickup;Manual;Red;25000;SUV;6426177
C_CND_017826;Ford;Expedition;Manual;Pale White;14500;SUV;7424478
C_CND_017827;Oldsmobile;Silhouette;Manual;Red;19000;Sedan;6679739
C_CND_017828;Nissan;Pathfinder;Manual;Black;22000;SUV;7438913
C_CND_017829;Dodge;Ram Pickup;Auto;Red;57000;SUV;6649815
C_CND_017830;Volkswagen;Golf;Auto;Red;35000;SUV;8078568
C_CND_017831;Chrysler;Concorde;Auto;Black;12000;SUV;7045079
C_CND_017832;Mercury;Grand Marquis;Auto;Black;19000;SUV;6189497
C_CND_017833;Lincoln;Continental;Manual;Black;42700;Passenger;8973785
C_CND_017834;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;6654840
C_CND_017835;Volkswagen;Beetle;Auto;Red;45000;SUV;6360029
C_CND_017836;Lexus;ES300;Manual;Black;34000;SUV;7851341
C_CND_017837;Hyundai;Sonata;Manual;Black;15001;SUV;7012253
C_CND_017838;Mitsubishi;3000GT;Manual;Red;24000;Sedan;6297102
C_CND_017839;Subaru;Forester;Manual;Red;26000;SUV;6915663
C_CND_017840;Pontiac;Firebird;Manual;Black;43000;SUV;7308142
C_CND_017841;Mitsubishi;Diamante;Auto;Black;18500;Hatchback;8295192
C_CND_017842;Honda;Civic;Manual;Pale White;45000;Hatchback;6793290
C_CND_017843;Jeep;Grand Cherokee;Manual;Pale White;15000;SUV;6929519
C_CND_017844;Pontiac;Grand Am;Auto;Red;19000;SUV;6206589
C_CND_017845;Buick;Park Avenue;Auto;Red;12000;Hatchback;6649809
C_CND_017846;Mitsubishi;3000GT;Auto;Red;19000;Sedan;7284846
C_CND_017847;Jeep;Wrangler;Manual;Pale White;23500;Hatchback;6847016
C_CND_017848;Mitsubishi;Montero Sport;Auto;Red;39000;SUV;7567389
C_CND_017849;Lincoln;Town car;Manual;Pale White;33001;Hatchback;6025097
C_CND_017850;Subaru;Forester;Manual;Red;26000;SUV;8591273
C_CND_017851;Subaru;Outback;Auto;Red;57001;SUV;7058126
C_CND_017852;Volkswagen;Golf;Manual;Red;25000;SUV;8114843
C_CND_017853;Chevrolet;Prizm;Manual;Red;24000;SUV;8569363
C_CND_017854;Chevrolet;Prizm;Manual;Red;21000;SUV;8527189
C_CND_017855;Mercedes-B;C-Class;Manual;Pale White;17000;Hatchback;6048129
C_CND_017856;Porsche;Carrera Coupe;Auto;Red;15000;SUV;7985720
C_CND_017857;Dodge;Dakota;Auto;Pale White;21000;Sedan;8432003
C_CND_017858;Mercedes-B;SLK230;Manual;Pale White;14000;Hatchback;8976641
C_CND_017859;Mitsubishi;3000GT;Auto;Red;19000;Sedan;8126380
C_CND_017860;Dodge;Ram Pickup;Auto;Pale White;45000;SUV;7191346
C_CND_017861;Saab;3-Sep;Auto;Red;69000;Sedan;8948501
C_CND_017862;Chrysler;LHS;Auto;Pale White;21000;Hatchback;6296552
C_CND_017863;Oldsmobile;Silhouette;Manual;Pale White;14000;Sedan;7921164
C_CND_017864;Volkswagen;Jetta;Auto;Pale White;38500;Passenger;8355444
C_CND_017865;Porsche;Carrera Cabrio;Auto;Pale White;32000;Passenger;7407921
C_CND_017866;Mercedes-B;CL500;Manual;Black;22400;SUV;6573128
C_CND_017867;Ford;Contour;Auto;Red;19000;Sedan;7632013
C_CND_017868;Acura;RL;Manual;Red;31000;SUV;7022456
C_CND_017869;Chevrolet;Monte Carlo;Auto;Red;21000;Hatchback;8542237
C_CND_017870;Dodge;Ram Pickup;Manual;Pale White;21500;SUV;8219789
C_CND_017871;Dodge;Caravan;Manual;Red;24000;SUV;6293002
C_CND_017872;Porsche;Boxter;Auto;Black;26001;SUV;8861783
C_CND_017873;Dodge;Ram Pickup;Manual;Black;19000;SUV;6634307
C_CND_017874;Dodge;Neon;Manual;Red;19000;SUV;7702928
C_CND_017875;Volkswagen;Beetle;Auto;Red;45000;SUV;6482284
C_CND_017876;Pontiac;Grand Prix;Auto;Pale White;42001;Passenger;8092134
C_CND_017877;Plymouth;Neon;Manual;Black;29001;SUV;8174008
C_CND_017878;Acura;RL;Manual;Red;34001;SUV;7568075
C_CND_017879;Dodge;Avenger;Auto;Red;22001;Passenger;6518539
C_CND_017880;Toyota;Camry;Auto;Red;31001;Hatchback;7931784
C_CND_017881;Mercedes-B;S-Class;Auto;Pale White;10001;SUV;7237718
C_CND_017882;Saturn;SW;Manual;Black;36000;Passenger;6607016
C_CND_017883;BMW;328i;Auto;Black;16000;Sedan;7178074
C_CND_017884;Toyota;Tacoma;Manual;Pale White;24000;SUV;8481613
C_CND_017885;Acura;TL;Manual;Pale White;14900;Hatchback;8788555
C_CND_017886;Mitsubishi;Diamante;Manual;Black;49001;Hatchback;7629022
C_CND_017887;Audi;A6;Manual;Black;15001;SUV;7352438
C_CND_017888;Nissan;Sentra;Auto;Black;16001;Passenger;7450820
C_CND_017889;Saturn;LS;Auto;Pale White;45001;Sedan;8966434
C_CND_017890;Plymouth;Neon;Auto;Pale White;27001;SUV;8545725
C_CND_017891;Acura;RL;Manual;Pale White;17001;SUV;7725277
C_CND_017892;Toyota;Sienna;Manual;Black;16001;Passenger;8176456
C_CND_017893;Toyota;Corolla;Auto;Red;41001;Passenger;8759762
C_CND_017894;Ford;Explorer;Auto;Red;41000;Hatchback;8672283
C_CND_017895;Cadillac;DeVille;Auto;Red;22000;SUV;7927506
C_CND_017896;Subaru;Forester;Auto;Black;22000;SUV;8208934
C_CND_017897;Lexus;LS400;Manual;Black;69000;Sedan;8362453
C_CND_017898;Oldsmobile;Silhouette;Auto;Black;60000;Sedan;7149221
C_CND_017899;Ford;Escort;Manual;Black;11000;Passenger;6219553
C_CND_017900;Mercury;Sable;Auto;Red;39500;Sedan;8298084
C_CND_017901;Ford;Explorer;Auto;Pale White;42000;Hatchback;6393321
C_CND_017902;Acura;RL;Manual;Red;17500;SUV;8766107
C_CND_017903;Chrysler;LHS;Auto;Black;26200;Hatchback;8836470
C_CND_017904;Lincoln;Continental;Manual;Black;18000;Passenger;6463262
C_CND_017905;Nissan;Xterra;Auto;Black;9000;Passenger;6105435
C_CND_017906;Volkswagen;Golf;Auto;Pale White;18000;SUV;7571107
C_CND_017907;Ford;F-Series;Manual;Red;13000;Passenger;8025810
C_CND_017908;Jeep;Grand Cherokee;Manual;Red;21000;SUV;6555548
C_CND_017909;Honda;Accord;Manual;Red;14000;Sedan;6344060
C_CND_017910;BMW;528i;Auto;Black;31000;SUV;6716152
C_CND_017911;Toyota;Celica;Auto;Pale White;31000;SUV;8530407
C_CND_017912;Subaru;Forester;Auto;Black;22100;SUV;7263257
C_CND_017913;Chrysler;Concorde;Manual;Black;18000;SUV;6040081
C_CND_017914;Dodge;Ram Pickup;Manual;Pale White;16000;SUV;8855397
C_CND_017915;Audi;A8;Manual;Black;44500;Passenger;6458941
C_CND_017916;Volkswagen;Passat;Manual;Red;20000;Hatchback;6874331
C_CND_017917;Audi;A6;Auto;Pale White;42500;SUV;8375450
C_CND_017918;Dodge;Intrepid;Auto;Red;31000;Sedan;7098464
C_CND_017919;Chevrolet;Prizm;Manual;Black;16000;SUV;8620778
C_CND_017920;Volkswagen;Cabrio;Auto;Black;16500;Sedan;7611922
C_CND_017921;Lincoln;Town car;Auto;Pale White;18000;Hatchback;6629158
C_CND_017922;Ford;Explorer;Auto;Black;22000;Hatchback;7136637
C_CND_017923;Honda;Accord;Auto;Pale White;21000;Sedan;6369107
C_CND_017924;Ford;Taurus;Manual;Red;22000;SUV;6336375
C_CND_017925;Chevrolet;Metro;Auto;Pale White;19000;Passenger;7727422
C_CND_017926;Toyota;Camry;Auto;Red;31001;Hatchback;8987152
C_CND_017927;Dodge;Viper;Auto;Pale White;25001;SUV;8091383
C_CND_017928;Mercedes-B;SLK230;Auto;Black;33001;Hatchback;7177135
C_CND_017929;Jeep;Grand Cherokee;Auto;Pale White;36001;SUV;7836757
C_CND_017930;Cadillac;Seville;Manual;Black;44500;SUV;7972035
C_CND_017931;Hyundai;Elantra;Manual;Pale White;26001;Sedan;7173561
C_CND_017932;Ford;Windstar;Auto;Red;31001;Sedan;8364117
C_CND_017933;Mercedes-B;M-Class;Manual;Pale White;41000;SUV;7979221
C_CND_017934;Nissan;Pathfinder;Auto;Red;21000;SUV;8890802
C_CND_017935;Mercury;Mystique;Auto;Black;9001;Passenger;6329108
C_CND_017936;Ford;Explorer;Auto;Red;41001;Hatchback;8777979
C_CND_017937;Toyota;Tacoma;Auto;Pale White;53000;SUV;6167231
C_CND_017938;Oldsmobile;Alero;Manual;Black;17000;SUV;7086437
C_CND_017939;Lexus;LS400;Manual;Black;69501;Sedan;6284429
C_CND_017940;Volvo;C70;Manual;Red;82001;Hatchback;8041978
C_CND_017941;Saturn;LW;Manual;Red;49001;Hatchback;8359531
C_CND_017942;Chevrolet;Malibu;Manual;Pale White;41000;SUV;8817737
C_CND_017943;Cadillac;Catera;Auto;Pale White;75001;Hatchback;8548171
C_CND_017944;Mitsubishi;3000GT;Auto;Red;19001;Sedan;6109919
C_CND_017945;Dodge;Ram Van;Auto;Red;31001;Hatchback;8739096
C_CND_017946;Mercury;Grand Marquis;Manual;Black;49001;SUV;6184671
C_CND_017947;Cadillac;Escalade;Auto;Pale White;38000;Sedan;6181562
C_CND_017948;Cadillac;Eldorado;Manual;Black;85400;Passenger;6914085
C_CND_017949;Dodge;Ram Van;Auto;Black;60500;Hatchback;6620316
C_CND_017950;Jaguar;S-Type;Auto;Black;16000;Passenger;7753941
C_CND_017951;Lexus;LS400;Manual;Black;69000;Sedan;7381281
C_CND_017952;Dodge;Ram Wagon;Manual;Pale White;16000;Passenger;6466283
C_CND_017953;Toyota;Camry;Auto;Red;31501;Hatchback;7779004
C_CND_017954;Cadillac;Escalade;Manual;Black;34001;Sedan;6776947
C_CND_017955;Jeep;Cherokee;Auto;Red;14001;Sedan;6708213
C_CND_017956;Ford;Expedition;Manual;Red;22001;SUV;7425278
C_CND_017957;Audi;A8;Manual;Red;13001;Passenger;8319882
C_CND_017958;Cadillac;Eldorado;Manual;Red;37001;Passenger;7111570
C_CND_017959;Lexus;RX300;Manual;Black;18300;SUV;7411119
C_CND_017960;Dodge;Viper;Auto;Pale White;25501;SUV;8339312
C_CND_017961;Chrysler;Concorde;Auto;Black;12000;SUV;7535941
C_CND_017962;Acura;RL;Manual;Pale White;17001;SUV;6503988
C_CND_017963;Honda;CR-V;Auto;Pale White;22001;SUV;8977258
C_CND_017964;Toyota;RAV4;Auto;Black;28901;Hatchback;6456812
C_CND_017965;Chevrolet;Malibu;Manual;Pale White;57000;SUV;6392262
C_CND_017966;Nissan;Pathfinder;Auto;Red;31000;SUV;7722206
C_CND_017967;Chevrolet;Corvette;Auto;Pale White;46000;SUV;8462072
C_CND_017968;BMW;328i;Auto;Black;18000;Sedan;7533838
C_CND_017969;Volkswagen;Cabrio;Auto;Black;16000;Sedan;6523886
C_CND_017970;Pontiac;Sunfire;Auto;Black;18000;Sedan;7900213
C_CND_017971;Oldsmobile;Silhouette;Manual;Pale White;15000;Sedan;7208359
C_CND_017972;Volkswagen;GTI;Auto;Red;25000;SUV;8211101
